transaction_id,date,transaction_type,amount,is_inflow,payment_method,status,reference_number,description,category
-65.0,2019-01-07,,50898.0,1.0,,,-289019.0,,
-66.0,2019-01-07,,34239.06,0.0,,,-244247.0,,
-67.0,2019-01-07,,7808.79,0.0,,,-975686.0,,
-68.0,2019-01-07,,66226.73,0.0,,,-495019.0,,
-69.0,2019-01-07,,16308.5,0.0,,,-558933.0,,
-70.0,2019-01-07,,41144.78,0.0,,,-398768.0,,
-71.0,2019-01-08,,53447.71,0.0,,,-485709.0,,
-72.0,2019-01-08,,46221.83,0.0,,,-653081.0,,
-73.0,2019-01-08,,96630.19,0.0,,,-362147.0,,
-74.0,2019-01-08,,64153.79,0.0,,,-845957.0,,
-75.0,2019-01-08,,28577.8,0.0,,,-638289.0,,
-76.0,2019-01-08,,83121.57,0.0,,,-466566.0,,
-77.0,2019-01-08,,41548.2,1.0,,,-347231.0,,
-78.0,2019-01-08,,99453.08,0.0,,,-434165.0,,
-79.0,2019-01-09,,33595.51,0.0,,,-400814.0,,
-80.0,2019-01-09,,69637.59,0.0,,,-745239.0,,
-81.0,2019-01-09,,90595.16,1.0,,,-975522.0,,
-82.0,2019-01-09,,54925.54,0.0,,,-216587.0,,
-83.0,2019-01-09,,23840.26,0.0,,,-540218.0,,
-84.0,2019-01-09,,6374.43,0.0,,,-117233.0,,
-85.0,2019-01-09,,71882.58,0.0,,,-744674.0,,
-86.0,2019-01-09,,24132.37,1.0,,,-800674.0,,
-87.0,2019-01-09,,52396.11,0.0,,,-670511.0,,
-88.0,2019-01-09,,39106.33,0.0,,,-505674.0,,
-89.0,2019-01-09,,25439.66,1.0,,,-461551.0,,
-90.0,2019-01-09,,73320.81,0.0,,,-893435.0,,
-91.0,2019-01-09,,13427.62,0.0,,,-953025.0,,
-92.0,2019-01-09,,83055.33,0.0,,,-291132.0,,
-93.0,2019-01-09,,6403.74,0.0,,,-311383.0,,
-94.0,2019-01-10,,88590.46,0.0,,,-517568.0,,
-95.0,2019-01-10,,25406.05,0.0,,,-918771.0,,
-96.0,2019-01-10,,86593.25,0.0,,,-938171.0,,
-97.0,2019-01-10,,43751.44,1.0,,,-455505.0,,
-98.0,2019-01-10,,49670.7,0.0,,,-379676.0,,
-99.0,2019-01-10,,72735.42,0.0,,,-962287.0,,
-100.0,2019-01-10,,54592.89,0.0,,,-443848.0,,
-101.0,2019-01-10,,30718.94,0.0,,,-823270.0,,
-102.0,2019-01-11,,44768.25,0.0,,,-387892.0,,
-103.0,2019-01-11,,7596.61,1.0,,,-940010.0,,
-104.0,2019-01-11,,95283.66,0.0,,,-919264.0,,
-105.0,2019-01-11,,3576.42,0.0,,,-484123.0,,
-106.0,2019-01-11,,38347.15,0.0,,,-260891.0,,
-107.0,2019-01-11,,94887.47,0.0,,,-701800.0,,
-108.0,2019-01-11,,52993.04,1.0,,,-392227.0,,
-109.0,2019-01-11,,96055.95,1.0,,,-642895.0,,
-110.0,2019-01-11,,91362.9,0.0,,,-838237.0,,
-111.0,2019-01-11,,21535.59,0.0,,,-615060.0,,
-112.0,2019-01-12,,13659.27,0.0,,,-848022.0,,
-113.0,2019-01-12,,99726.51,0.0,,,-168093.0,,
-114.0,2019-01-12,,89144.04,0.0,,,-633469.0,,
-115.0,2019-01-12,,12224.11,0.0,,,-928766.0,,
-116.0,2019-01-12,,2725.77,0.0,,,-590110.0,,
-117.0,2019-01-12,,61233.64,0.0,,,-517500.0,,
-118.0,2019-01-13,,41138.43,1.0,,,-231414.0,,
-119.0,2019-01-13,,64269.63,0.0,,,-642491.0,,
-120.0,2019-01-13,,12920.63,0.0,,,-905077.0,,
-121.0,2019-01-13,,43318.57,1.0,,,-260448.0,,
-122.0,2019-01-13,,16549.24,0.0,,,-644103.0,,
-123.0,2019-01-13,,84608.78,0.0,,,-677599.0,,
-124.0,2019-01-13,,12604.51,0.0,,,-197966.0,,
-125.0,2019-01-13,,59221.66,0.0,,,-790731.0,,
-126.0,2019-01-13,,84268.75,0.0,,,-185168.0,,
-127.0,2019-01-13,,94859.83,0.0,,,-321048.0,,
-128.0,2019-01-13,,61849.03,1.0,,,-672079.0,,
-129.0,2019-01-13,,64226.54,0.0,,,-943776.0,,
-130.0,2019-01-13,,29813.64,0.0,,,-560959.0,,
-131.0,2019-01-14,,46497.77,0.0,,,-427766.0,,
-132.0,2019-01-14,,73446.56,0.0,,,-897615.0,,
-133.0,2019-01-14,,51546.52,0.0,,,-589131.0,,
-134.0,2019-01-14,,26820.42,0.0,,,-153063.0,,
-135.0,2019-01-14,,94543.95,0.0,,,-267457.0,,
-136.0,2019-01-14,,93381.78,0.0,,,-622469.0,,
-137.0,2019-01-14,,49926.09,0.0,,,-194423.0,,
-138.0,2019-01-14,,50593.9,0.0,,,-470037.0,,
-139.0,2019-01-14,,5148.99,0.0,,,-805188.0,,
-140.0,2019-01-14,,28646.26,1.0,,,-240440.0,,
-141.0,2019-01-14,,72778.06,1.0,,,-520040.0,,
-142.0,2019-01-14,,57071.14,0.0,,,-402620.0,,
-143.0,2019-01-15,,50475.13,0.0,,,-813449.0,,
-144.0,2019-01-15,,12953.47,0.0,,,-933510.0,,
-145.0,2019-01-15,,55827.4,0.0,,,-731728.0,,
-146.0,2019-01-15,,50057.78,1.0,,,-848255.0,,
-147.0,2019-01-15,,80416.19,0.0,,,-735710.0,,
-148.0,2019-01-15,,32863.79,0.0,,,-512042.0,,
-149.0,2019-01-15,,59413.09,0.0,,,-613641.0,,
-150.0,2019-01-15,,47541.77,1.0,,,-806537.0,,
-151.0,2019-01-15,,97991.81,0.0,,,-821466.0,,
-152.0,2019-01-15,,59731.27,0.0,,,-338596.0,,
-153.0,2019-01-15,,58393.98,0.0,,,-856215.0,,
-154.0,2019-01-16,,82183.96,0.0,,,-834549.0,,
-155.0,2019-01-16,,19159.35,0.0,,,-258787.0,,
-156.0,2019-01-16,,69080.98,1.0,,,-594514.0,,
-157.0,2019-01-16,,70606.95,0.0,,,-440839.0,,
-158.0,2019-01-16,,52595.17,0.0,,,-659024.0,,
-159.0,2019-01-16,,54672.69,0.0,,,-301603.0,,
-160.0,2019-01-16,,27972.74,0.0,,,-908634.0,,
-161.0,2019-01-17,,69054.97,0.0,,,-465746.0,,
-162.0,2019-01-17,,28850.16,0.0,,,-513697.0,,
-163.0,2019-01-17,,95465.43,0.0,,,-401602.0,,
-164.0,2019-01-17,,34701.72,0.0,,,-602351.0,,
-165.0,2019-01-17,,20286.59,0.0,,,-829988.0,,
-166.0,2019-01-17,,13813.57,0.0,,,-354235.0,,
-167.0,2019-01-17,,67016.41,0.0,,,-344146.0,,
-168.0,2019-01-17,,10109.78,0.0,,,-814281.0,,
-169.0,2019-01-18,,96455.42,0.0,,,-598807.0,,
-170.0,2019-01-18,,65088.82,0.0,,,-777273.0,,
-171.0,2019-01-18,,90802.9,0.0,,,-661147.0,,
-172.0,2019-01-18,,91331.65,0.0,,,-138105.0,,
-173.0,2019-01-18,,78817.27,0.0,,,-109717.0,,
-174.0,2019-01-19,,60318.02,0.0,,,-772464.0,,
-175.0,2019-01-19,,88937.07,0.0,,,-386090.0,,
-176.0,2019-01-19,,80900.51,0.0,,,-581206.0,,
-177.0,2019-01-19,,71887.96,1.0,,,-695361.0,,
-178.0,2019-01-19,,17631.94,1.0,,,-443856.0,,
-179.0,2019-01-19,,40143.24,0.0,,,-600646.0,,
-180.0,2019-01-19,,93588.96,1.0,,,-346961.0,,
-181.0,2019-01-19,,75400.29,0.0,,,-857997.0,,
-182.0,2019-01-19,,26229.16,0.0,,,-800224.0,,
-183.0,2019-01-19,,46592.96,0.0,,,-626930.0,,
-184.0,2019-01-19,,69060.01,0.0,,,-331577.0,,
-185.0,2019-01-19,,95740.32,0.0,,,-884056.0,,
-186.0,2019-01-19,,41642.98,0.0,,,-940952.0,,
-187.0,2019-01-19,,76209.78,0.0,,,-568449.0,,
-188.0,2019-01-20,,91732.75,0.0,,,-630041.0,,
-189.0,2019-01-20,,57312.9,0.0,,,-995993.0,,
-190.0,2019-01-20,,11712.38,0.0,,,-195359.0,,
-191.0,2019-01-20,,80888.34,0.0,,,-535604.0,,
-192.0,2019-01-20,,56434.73,0.0,,,-946112.0,,
-193.0,2019-01-20,,72355.68,1.0,,,-882032.0,,
-194.0,2019-01-21,,7395.65,1.0,,,-166857.0,,
-195.0,2019-01-21,,93464.82,0.0,,,-401036.0,,
-196.0,2019-01-21,,18080.13,0.0,,,-501058.0,,
-197.0,2019-01-21,,86975.07,1.0,,,-815894.0,,
-198.0,2019-01-21,,65388.06,0.0,,,-663356.0,,
-199.0,2019-01-21,,52931.37,0.0,,,-412856.0,,
-200.0,2019-01-21,,67382.64,0.0,,,-497700.0,,
-201.0,2019-01-21,,24826.45,0.0,,,-297636.0,,
-202.0,2019-01-21,,3318.51,1.0,,,-352356.0,,
-203.0,2019-01-21,,6822.36,0.0,,,-726822.0,,
-204.0,2019-01-21,,24548.94,1.0,,,-345722.0,,
-205.0,2019-01-21,,75463.13,1.0,,,-403314.0,,
-206.0,2019-01-21,,81597.05,0.0,,,-726962.0,,
-207.0,2019-01-21,,23766.71,0.0,,,-533649.0,,
-208.0,2019-01-22,,6189.67,0.0,,,-811721.0,,
-209.0,2019-01-22,,55629.48,1.0,,,-803953.0,,
-210.0,2019-01-22,,78601.88,0.0,,,-256466.0,,
-211.0,2019-01-22,,37708.37,0.0,,,-990598.0,,
-212.0,2019-01-22,,30143.57,0.0,,,-689704.0,,
-213.0,2019-01-22,,96781.84,0.0,,,-507286.0,,
-214.0,2019-01-22,,25574.06,0.0,,,-988283.0,,
-215.0,2019-01-22,,9337.15,0.0,,,-495489.0,,
-216.0,2019-01-22,,87374.68,0.0,,,-804066.0,,
-217.0,2019-01-23,,20968.02,0.0,,,-322096.0,,
-218.0,2019-01-23,,96211.55,0.0,,,-829417.0,,
-219.0,2019-01-23,,39723.54,0.0,,,-913185.0,,
-220.0,2019-01-23,,38128.11,0.0,,,-374267.0,,
-221.0,2019-01-23,,51330.37,0.0,,,-941814.0,,
-222.0,2019-01-23,,76186.73,0.0,,,-428122.0,,
-223.0,2019-01-23,,4666.97,0.0,,,-373441.0,,
-224.0,2019-01-23,,29589.71,0.0,,,-498290.0,,
-225.0,2019-01-23,,49980.22,0.0,,,-858705.0,,
-226.0,2019-01-23,,46136.82,0.0,,,-855303.0,,
-227.0,2019-01-23,,18486.37,0.0,,,-135466.0,,
-228.0,2019-01-23,,94524.29,1.0,,,-244170.0,,
-229.0,2019-01-24,,70746.24,1.0,,,-578160.0,,
-230.0,2019-01-24,,6138.97,0.0,,,-611552.0,,
-231.0,2019-01-24,,760.57,0.0,,,-117538.0,,
-232.0,2019-01-24,,53620.24,0.0,,,-952657.0,,
-233.0,2019-01-24,,80636.15,0.0,,,-649857.0,,
-234.0,2019-01-24,,24172.79,0.0,,,-954814.0,,
-235.0,2019-01-25,,79514.14,0.0,,,-581294.0,,
-236.0,2019-01-25,,99024.28,0.0,,,-968286.0,,
-237.0,2019-01-25,,65408.2,1.0,,,-497687.0,,
-238.0,2019-01-25,,55314.87,1.0,,,-279708.0,,
-239.0,2019-01-25,,50035.85,1.0,,,-999636.0,,
-240.0,2019-01-25,,89489.64,1.0,,,-825916.0,,
-241.0,2019-01-25,,27182.4,0.0,,,-690882.0,,
-242.0,2019-01-25,,18017.51,0.0,,,-715551.0,,
-243.0,2019-01-25,,75250.22,1.0,,,-270341.0,,
-244.0,2019-01-26,,83481.59,1.0,,,-502491.0,,
-245.0,2019-01-26,,79070.76,0.0,,,-462659.0,,
-246.0,2019-01-26,,9858.81,0.0,,,-734565.0,,
-247.0,2019-01-26,,96895.16,0.0,,,-386604.0,,
-248.0,2019-01-26,,49111.29,0.0,,,-552825.0,,
-249.0,2019-01-26,,68001.52,1.0,,,-409727.0,,
-250.0,2019-01-26,,71339.54,0.0,,,-498458.0,,
-251.0,2019-01-26,,73991.56,0.0,,,-195966.0,,
-252.0,2019-01-26,,94301.73,0.0,,,-207197.0,,
-253.0,2019-01-26,,8820.99,1.0,,,-681687.0,,
-254.0,2019-01-26,,10418.96,0.0,,,-197584.0,,
-255.0,2019-01-26,,86385.45,1.0,,,-506637.0,,
-256.0,2019-01-26,,72511.9,0.0,,,-646417.0,,
-257.0,2019-01-26,,68563.07,0.0,,,-415759.0,,
-258.0,2019-01-27,,14678.89,0.0,,,-541557.0,,
-259.0,2019-01-27,,48474.71,0.0,,,-358568.0,,
-260.0,2019-01-27,,59421.26,0.0,,,-242071.0,,
-261.0,2019-01-27,,776.06,1.0,,,-498343.0,,
-262.0,2019-01-27,,44078.27,1.0,,,-415029.0,,
-263.0,2019-01-27,,60360.81,0.0,,,-286266.0,,
-264.0,2019-01-27,,96875.65,0.0,,,-919959.0,,
-265.0,2019-01-27,,32656.04,0.0,,,-219420.0,,
-266.0,2019-01-27,,59263.48,0.0,,,-904905.0,,
-267.0,2019-01-27,,95305.16,0.0,,,-936433.0,,
-268.0,2019-01-27,,83145.05,0.0,,,-623557.0,,
-269.0,2019-01-27,,63370.27,0.0,,,-261630.0,,
-270.0,2019-01-28,,7489.12,0.0,,,-520274.0,,
-271.0,2019-01-28,,54410.16,0.0,,,-769180.0,,
-272.0,2019-01-28,,11026.01,0.0,,,-778428.0,,
-273.0,2019-01-28,,56365.71,1.0,,,-211090.0,,
-274.0,2019-01-28,,9950.8,0.0,,,-643998.0,,
-275.0,2019-01-28,,44633.28,1.0,,,-717181.0,,
-276.0,2019-01-28,,34562.24,1.0,,,-409783.0,,
-277.0,2019-01-28,,92062.7,0.0,,,-248557.0,,
-278.0,2019-01-28,,31257.85,0.0,,,-606384.0,,
-279.0,2019-01-28,,47668.64,0.0,,,-170437.0,,
-280.0,2019-01-28,,4563.84,0.0,,,-779445.0,,
-281.0,2019-01-29,,80025.01,0.0,,,-678719.0,,
-282.0,2019-01-29,,33165.87,1.0,,,-936507.0,,
-283.0,2019-01-29,,63013.06,0.0,,,-130610.0,,
-284.0,2019-01-29,,45012.54,1.0,,,-838968.0,,
-285.0,2019-01-29,,20657.87,0.0,,,-938338.0,,
-286.0,2019-01-29,,36642.72,0.0,,,-375097.0,,
-287.0,2019-01-29,,52818.73,0.0,,,-741003.0,,
-288.0,2019-01-29,,58741.77,0.0,,,-747351.0,,
-289.0,2019-01-29,,81392.45,0.0,,,-188868.0,,
-290.0,2019-01-29,,31387.26,0.0,,,-291936.0,,
-291.0,2019-01-29,,69374.31,0.0,,,-725397.0,,
-292.0,2019-01-29,,57523.12,1.0,,,-766371.0,,
-293.0,2019-01-29,,55535.77,0.0,,,-296187.0,,
-294.0,2019-01-29,,84214.32,0.0,,,-110048.0,,
-295.0,2019-01-29,,13739.82,1.0,,,-784793.0,,
-296.0,2019-01-30,,68501.2,1.0,,,-275377.0,,
-297.0,2019-01-30,,56583.24,0.0,,,-388204.0,,
-298.0,2019-01-30,,53807.1,0.0,,,-878586.0,,
-299.0,2019-01-30,,55017.65,0.0,,,-380901.0,,
-300.0,2019-01-30,,54250.13,1.0,,,-329157.0,,
-301.0,2019-01-30,,10331.4,0.0,,,-571578.0,,
-302.0,2019-01-30,,34922.84,0.0,,,-913308.0,,
-303.0,2019-01-30,,21066.83,0.0,,,-739905.0,,
-304.0,2019-01-30,,16681.56,0.0,,,-944565.0,,
-305.0,2019-01-30,,57050.43,0.0,,,-664939.0,,
-306.0,2019-01-30,,32433.0,0.0,,,-380329.0,,
-307.0,2019-01-31,,96280.92,1.0,,,-787757.0,,
-308.0,2019-01-31,,70172.51,0.0,,,-845951.0,,
-309.0,2019-01-31,,82865.33,1.0,,,-705474.0,,
-310.0,2019-01-31,,62818.5,1.0,,,-764406.0,,
-311.0,2019-01-31,,40344.79,0.0,,,-611751.0,,
-312.0,2019-01-31,,58237.36,0.0,,,-796405.0,,
-313.0,2019-01-31,,85025.61,0.0,,,-550513.0,,
-314.0,2019-02-01,,26926.83,0.0,,,-706007.0,,
-315.0,2019-02-01,,56657.6,0.0,,,-899281.0,,
-316.0,2019-02-01,,4689.7,0.0,,,-999312.0,,
-317.0,2019-02-01,,44184.47,1.0,,,-822040.0,,
-318.0,2019-02-01,,88226.56,0.0,,,-197874.0,,
-319.0,2019-02-01,,25113.89,0.0,,,-515594.0,,
-320.0,2019-02-01,,72626.24,0.0,,,-195629.0,,
-321.0,2019-02-01,,208.52,0.0,,,-722518.0,,
-322.0,2019-02-01,,51992.48,0.0,,,-829386.0,,
-323.0,2019-02-01,,81729.19,1.0,,,-174268.0,,
-324.0,2019-02-01,,38368.69,0.0,,,-485416.0,,
-325.0,2019-02-01,,13799.22,0.0,,,-656278.0,,
-326.0,2019-02-02,,65037.02,0.0,,,-323404.0,,
-327.0,2019-02-02,,91997.42,0.0,,,-190898.0,,
-328.0,2019-02-02,,14087.31,0.0,,,-502686.0,,
-329.0,2019-02-02,,96328.55,0.0,,,-390421.0,,
-330.0,2019-02-02,,24891.89,0.0,,,-737107.0,,
-331.0,2019-02-02,,77919.07,1.0,,,-642899.0,,
-332.0,2019-02-02,,74809.58,0.0,,,-618927.0,,
-333.0,2019-02-02,,11363.09,0.0,,,-653948.0,,
-334.0,2019-02-02,,98689.57,0.0,,,-979727.0,,
-335.0,2019-02-02,,36604.71,0.0,,,-117500.0,,
-336.0,2019-02-02,,1477.96,0.0,,,-927630.0,,
-337.0,2019-02-02,,50710.4,0.0,,,-835901.0,,
-338.0,2019-02-02,,8334.54,0.0,,,-260097.0,,
-339.0,2019-02-02,,8451.35,0.0,,,-947312.0,,
-340.0,2019-02-03,,32742.35,0.0,,,-832614.0,,
-341.0,2019-02-03,,73022.84,0.0,,,-190400.0,,
-342.0,2019-02-03,,11687.06,0.0,,,-424314.0,,
-343.0,2019-02-03,,12032.36,0.0,,,-620526.0,,
-344.0,2019-02-03,,52348.24,0.0,,,-233096.0,,
-345.0,2019-02-03,,73320.29,0.0,,,-946313.0,,
-346.0,2019-02-03,,27270.86,0.0,,,-704663.0,,
-347.0,2019-02-03,,49665.14,0.0,,,-623879.0,,
-348.0,2019-02-03,,36832.01,0.0,,,-806866.0,,
-349.0,2019-02-03,,22917.6,0.0,,,-112884.0,,
-350.0,2019-02-03,,4693.55,0.0,,,-287654.0,,
-351.0,2019-02-03,,55331.19,1.0,,,-360322.0,,
-352.0,2019-02-03,,91593.89,0.0,,,-699298.0,,
-353.0,2019-02-04,,50253.89,1.0,,,-943409.0,,
-354.0,2019-02-04,,95412.53,0.0,,,-911102.0,,
-355.0,2019-02-04,,32797.36,0.0,,,-486839.0,,
-356.0,2019-02-04,,29230.35,0.0,,,-586462.0,,
-357.0,2019-02-04,,59209.92,0.0,,,-673108.0,,
-358.0,2019-02-04,,15141.58,1.0,,,-667851.0,,
-359.0,2019-02-05,,83973.44,1.0,,,-895794.0,,
-360.0,2019-02-05,,84915.7,0.0,,,-655550.0,,
-361.0,2019-02-05,,42039.6,1.0,,,-393418.0,,
-362.0,2019-02-05,,4485.64,0.0,,,-834891.0,,
-363.0,2019-02-05,,45899.96,0.0,,,-629979.0,,
-364.0,2019-02-05,,63757.85,1.0,,,-695403.0,,
-365.0,2019-02-05,,43554.79,0.0,,,-373668.0,,
-366.0,2019-02-05,,92611.59,1.0,,,-574751.0,,
-367.0,2019-02-05,,23437.76,0.0,,,-214266.0,,
-368.0,2019-02-05,,10655.21,0.0,,,-526259.0,,
-369.0,2019-02-05,,53638.86,0.0,,,-585854.0,,
-370.0,2019-02-05,,85262.97,0.0,,,-418992.0,,
-371.0,2019-02-05,,21580.58,0.0,,,-845702.0,,
-372.0,2019-02-05,,96843.16,1.0,,,-810078.0,,
-373.0,2019-02-05,,26090.66,0.0,,,-996114.0,,
-374.0,2019-02-06,,74833.04,0.0,,,-206857.0,,
-375.0,2019-02-06,,12233.18,1.0,,,-307757.0,,
-376.0,2019-02-06,,37286.75,0.0,,,-371393.0,,
-377.0,2019-02-06,,2277.84,0.0,,,-564971.0,,
-378.0,2019-02-06,,9288.67,0.0,,,-583388.0,,
-379.0,2019-02-06,,16882.12,0.0,,,-514186.0,,
-380.0,2019-02-06,,3045.28,1.0,,,-325146.0,,
-381.0,2019-02-06,,27570.68,0.0,,,-743937.0,,
-382.0,2019-02-06,,64763.11,0.0,,,-602300.0,,
-383.0,2019-02-06,,8863.38,1.0,,,-309146.0,,
-384.0,2019-02-06,,63112.36,0.0,,,-919898.0,,
-385.0,2019-02-06,,48020.48,0.0,,,-626797.0,,
-386.0,2019-02-06,,38899.29,0.0,,,-726121.0,,
-387.0,2019-02-07,,89586.9,0.0,,,-655149.0,,
-388.0,2019-02-07,,76707.53,0.0,,,-359896.0,,
-389.0,2019-02-07,,26726.05,1.0,,,-987624.0,,
-390.0,2019-02-07,,35544.98,0.0,,,-721301.0,,
-391.0,2019-02-07,,80640.4,0.0,,,-837623.0,,
-392.0,2019-02-08,,56404.29,0.0,,,-668458.0,,
-393.0,2019-02-08,,17638.12,1.0,,,-343923.0,,
-394.0,2019-02-08,,2090.81,0.0,,,-743966.0,,
-395.0,2019-02-08,,80663.9,0.0,,,-162448.0,,
-396.0,2019-02-08,,14856.43,0.0,,,-482614.0,,
-397.0,2019-02-08,,37421.72,1.0,,,-452909.0,,
-398.0,2019-02-08,,32328.06,0.0,,,-610866.0,,
-399.0,2019-02-08,,17502.85,0.0,,,-334081.0,,
-400.0,2019-02-08,,37900.57,0.0,,,-864234.0,,
-401.0,2019-02-08,,94883.93,0.0,,,-133955.0,,
-402.0,2019-02-08,,60278.63,0.0,,,-693022.0,,
-403.0,2019-02-08,,93675.11,0.0,,,-181586.0,,
-404.0,2019-02-08,,34746.33,0.0,,,-193035.0,,
-405.0,2019-02-08,,44718.33,0.0,,,-826847.0,,
-406.0,2019-02-09,,25740.13,0.0,,,-504684.0,,
-407.0,2019-02-09,,73285.19,0.0,,,-497108.0,,
-408.0,2019-02-09,,54647.79,0.0,,,-782591.0,,
-409.0,2019-02-09,,16349.39,0.0,,,-121053.0,,
-410.0,2019-02-09,,26186.66,0.0,,,-278368.0,,
-411.0,2019-02-09,,16174.36,0.0,,,-454366.0,,
-412.0,2019-02-09,,70480.01,1.0,,,-555292.0,,
-413.0,2019-02-09,,5450.22,0.0,,,-529161.0,,
-414.0,2019-02-09,,66093.73,0.0,,,-152046.0,,
-415.0,2019-02-09,,57219.8,0.0,,,-478356.0,,
-416.0,2019-02-10,,8854.07,0.0,,,-201698.0,,
-417.0,2019-02-10,,20774.6,0.0,,,-984756.0,,
-418.0,2019-02-10,,30904.5,1.0,,,-793150.0,,
-419.0,2019-02-10,,9204.57,0.0,,,-489043.0,,
-420.0,2019-02-10,,37003.23,0.0,,,-561101.0,,
-421.0,2019-02-10,,26413.74,0.0,,,-258471.0,,
-422.0,2019-02-10,,8662.16,0.0,,,-893202.0,,
-423.0,2019-02-10,,55404.83,1.0,,,-661527.0,,
-424.0,2019-02-10,,57314.16,0.0,,,-182790.0,,
-425.0,2019-02-10,,90287.44,1.0,,,-641922.0,,
-426.0,2019-02-10,,12116.16,0.0,,,-322182.0,,
-427.0,2019-02-11,,4363.32,0.0,,,-962520.0,,
-428.0,2019-02-11,,83427.4,0.0,,,-946561.0,,
-429.0,2019-02-11,,8794.04,0.0,,,-441968.0,,
-430.0,2019-02-11,,52016.85,1.0,,,-647945.0,,
-431.0,2019-02-11,,11340.63,0.0,,,-716493.0,,
-432.0,2019-02-11,,92500.32,0.0,,,-661652.0,,
-433.0,2019-02-11,,87801.57,0.0,,,-609172.0,,
-434.0,2019-02-12,,17302.75,1.0,,,-738221.0,,
-435.0,2019-02-12,,3974.37,0.0,,,-881975.0,,
